,ynn,ynn_timeseries,red,sparsity,closest
0,0.3999999999999999,0.8,26,71,128
1,0.19999999999999996,0.8,3,12,128
2,0.3999999999999999,0.8,19,31,128
3,0.19999999999999996,0.8,7,21,128
4,0.8,0.8,39,49,128
5,0.8,0.8,11,26,128
6,0.3999999999999999,0.8,34,68,128
7,1.0,0.8,7,37,128
8,0.19999999999999996,0.8,5,15,128
9,0.8,0.8,6,9,128
10,0.6,0.8,34,61,128
11,0.3999999999999999,0.8,7,17,128
12,0.8,0.8,3,18,128
13,0.8,0.8,8,30,128
14,0.3999999999999999,0.8,15,24,128
15,0.8,0.8,11,51,128
16,0.3999999999999999,0.8,10,48,128
17,0.3999999999999999,0.8,7,29,128
18,0.3999999999999999,0.8,2,8,128
19,0.19999999999999996,0.8,14,39,128
